# This file is generated by MACS version 2.1.1.20160309
# Command line: callpeak -t GSM1018048_sora_H3K4me3.bed -f BED --nomodel
# ARGUMENTS LIST:
# name = NA
# format = BED
# ChIP-seq file = ['GSM1018048_sora_H3K4me3.bed']
# control file = None
# effective genome size = 2.70e+09
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 5.00e-02
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 10000 bps
# Broad region calling is off
# Paired-End mode is off

# tag size is determined as 150 bps
# total tags in treatment: 18115973
# tags after filtering in treatment: 18115972
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.00
# d = 200
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr9	138371977	138372942	966	138372441	147.00	95.82581	10.02710	92.01728	NA_peak_33909
chr9	138391432	138393404	1973	138391980	151.00	76.73927	7.08955	73.46851	NA_peak_33910
chr9	138593627	138594290	664	138594152	27.00	24.87872	11.02362	22.47544	NA_peak_33911
chr9	138798171	138799094	924	138798960	73.00	31.02231	5.35456	28.54138	NA_peak_33912
chr9	138799643	138800378	736	138799812	129.00	81.46739	9.43396	78.07718	NA_peak_33913
chr9	138852198	138853151	954	138852834	143.00	106.67076	12.41379	102.48410	NA_peak_33914
chr9	138944170	138944459	290	138944313	19.00	16.38577	8.53999	14.09208	NA_peak_33915
chr9	138985719	138986803	1085	138986271	114.00	54.42957	6.41026	51.61163	NA_peak_33916
chr9	138987218	138988028	811	138987773	95.00	39.33514	5.35714	36.74492	NA_peak_33917
chr9	139001052	139001612	561	139001401	49.00	40.08503	11.68224	37.48458	NA_peak_33918
chr9	139001797	139002146	350	139001957	31.00	20.29138	7.47664	17.94619	NA_peak_33919
chr9	139009538	139011581	2044	139011086	136.00	71.06304	7.28723	67.92427	NA_peak_33920
chr9	139024998	139025740	743	139025342	79.00	76.83013	17.77778	73.55699	NA_peak_33921
chr9	139084480	139084929	450	139084618	18.00	13.49590	7.08955	11.24399	NA_peak_33922
chr9	139085133	139085608	476	139085225	12.00	7.14391	4.60993	5.00683	NA_peak_33923
chr9	139136819	139137558	740	139137369	102.00	78.78629	12.56098	75.46434	NA_peak_33924
chr9	139137922	139138166	245	139138055	35.00	13.84579	4.42260	11.58900	NA_peak_33925
chr9	139158810	139159735	926	139159470	107.00	94.78408	16.07143	91.00918	NA_peak_33926
chr9	139221685	139222988	1304	139222435	115.00	90.76837	13.27231	87.11749	NA_peak_33927
chr9	139257760	139258254	495	139257949	137.00	144.89799	23.79310	138.90240	NA_peak_33928
chr9	139293778	139295034	1257	139294514	137.00	106.48149	13.24376	102.30162	NA_peak_33929
chr9	139304369	139304894	526	139304716	130.00	71.08086	7.70588	67.94178	NA_peak_33930
chr9	139305058	139305908	851	139305491	159.00	98.99572	9.42285	95.08089	NA_peak_33931
chr9	139332883	139334355	1473	139334178	152.00	96.71718	9.69582	92.87960	NA_peak_33932
chr9	139376533	139377547	1015	139377057	170.00	82.79998	6.77496	79.37408	NA_peak_33933
chr9	139377963	139379039	1077	139378126	150.00	66.41436	5.99206	63.37497	NA_peak_33934
chr9	139439191	139440314	1124	139440026	103.00	49.43178	6.38821	46.69462	NA_peak_33935
chr9	139440639	139441368	730	139441017	107.00	52.07588	6.52174	49.29668	NA_peak_33936
chr9	139538757	139539385	629	139538902	23.00	21.28612	10.24799	18.92805	NA_peak_33937
chr9	139559646	139560244	599	139560013	81.00	61.88555	11.84971	58.93590	NA_peak_33938
chr9	139560611	139561080	470	139560886	37.00	17.72902	5.44413	15.41720	NA_peak_33939
chr9	139580770	139582427	1658	139581563	149.00	92.11261	9.27070	88.42101	NA_peak_33940
chr9	139588487	139589183	697	139588650	19.00	11.45836	5.71429	9.23858	NA_peak_33941
chr9	139592322	139592565	244	139592424	18.00	10.43780	5.36723	8.23541	NA_peak_33942
chr9	139606247	139606839	593	139606627	89.00	49.60858	7.58853	46.86862	NA_peak_33943
chr9	139607106	139607983	878	139607330	114.00	73.93620	9.68013	70.73256	NA_peak_33944
chr9	139621752	139623589	1838	139623118	143.00	74.13890	7.24346	70.93056	NA_peak_33945
chr9	139664267	139664715	449	139664538	36.00	32.99882	12.41611	30.49258	NA_peak_33946
chr9	139682326	139683386	1061	139682429	50.00	13.47627	3.35968	11.22463	NA_peak_33947
chr9	139685777	139686555	779	139686007	167.00	115.51419	11.14058	110.96671	NA_peak_33948
chr9	139693953	139695694	1742	139694903	126.00	83.46265	10.11147	80.01917	NA_peak_33949
chr9	139701709	139702375	667	139702179	153.00	104.70826	10.86037	100.59116	NA_peak_33950
chr9	139702554	139703506	953	139702733	118.00	69.01039	8.36850	65.91662	NA_peak_33951
chr9	139736855	139737381	527	139737048	107.00	82.37849	12.58741	78.96383	NA_peak_33952
chr9	139742020	139743696	1677	139742636	174.00	69.36206	5.37800	66.26089	NA_peak_33953
chr9	139743876	139744610	735	139743991	125.00	37.64454	4.01530	35.07706	NA_peak_33954
chr9	139759877	139760840	964	139760599	164.00	108.76403	10.40353	104.49530	NA_peak_33955
chr9	139761079	139761498	420	139761251	98.00	46.32402	6.24212	43.63428	NA_peak_33956
chr9	139779925	139780757	833	139780606	129.00	57.01177	5.91447	54.14976	NA_peak_33957
chr9	139781109	139782157	1049	139781425	146.00	71.87360	6.79298	68.71686	NA_peak_33958
chr9	139796196	139796906	711	139796354	18.00	10.49484	5.39773	8.29146	NA_peak_33959
chr9	139837878	139839051	1174	139838582	144.00	102.16275	11.43533	98.13784	NA_peak_33960
chr9	139843784	139845200	1417	139844432	135.00	88.17319	9.97067	84.59812	NA_peak_33961
chr9	139872268	139872960	693	139872766	103.00	87.95020	14.94253	84.38186	NA_peak_33962
chr9	139873367	139873587	221	139873509	27.00	10.39772	4.06977	8.19603	NA_peak_33963
chr9	139886316	139887607	1292	139887062	139.00	90.61128	9.97151	86.96432	NA_peak_33964
chr9	139891073	139891313	241	139891220	40.00	9.88858	3.05060	7.69483	NA_peak_33965
chr9	139921838	139922691	854	139922223	80.00	38.84537	6.29860	36.26176	NA_peak_33966
chr9	139922878	139923858	981	139923082	131.00	87.99996	10.37736	84.43024	NA_peak_33967
chr9	139939809	139940279	471	139940105	60.00	30.00322	6.26283	27.53526	NA_peak_33968
chr9	139940446	139941172	727	139940892	120.00	90.97260	12.47423	87.31567	NA_peak_33969
chr9	139948105	139948964	860	139948767	46.00	35.00719	10.30702	32.47480	NA_peak_33970
chr9	139964104	139965736	1633	139965332	84.00	58.85402	10.41667	55.95982	NA_peak_33971
chr9	139971476	139972667	1192	139972041	65.00	45.28504	9.85075	42.61073	NA_peak_33972
chr9	139980468	139981236	769	139980994	119.00	70.60580	8.54701	67.47726	NA_peak_33973
chr9	139981412	139982132	721	139981602	116.00	67.79309	8.34522	64.72531	NA_peak_33974
chr9	140008666	140009809	1144	140009035	99.00	70.70177	11.01322	67.57111	NA_peak_33975
chr9	140021728	140022401	674	140022275	67.00	14.24431	2.92096	11.98103	NA_peak_33976
chr9	140023509	140025111	1603	140024475	161.00	80.06780	6.92900	76.71391	NA_peak_33977
chr9	140045083	140045282	200	140045183	11.00	5.90945	4.02685	3.80149	NA_peak_33978
chr9	140045473	140045763	291	140045633	12.00	6.98475	4.51389	4.85061	NA_peak_33979
chr9	140045956	140046211	256	140046118	20.00	14.81816	7.34266	12.54699	NA_peak_33980
chr9	140056227	140056771	545	140056423	25.00	16.00468	6.77083	13.71677	NA_peak_33981
chr9	140057496	140057969	474	140057817	26.00	15.16855	6.16438	12.89260	NA_peak_33982
chr9	140062529	140064239	1711	140063223	31.00	19.76928	7.23982	17.43099	NA_peak_33983
chr9	140082418	140084029	1612	140082877	164.00	103.39526	9.62661	99.32529	NA_peak_33984
chr9	140095460	140095904	445	140095612	126.00	59.60681	6.39476	56.69920	NA_peak_33985
chr9	140099457	140100903	1447	140100344	152.00	83.34077	7.83811	79.90054	NA_peak_33986
chr9	140117587	140118751	1165	140118342	151.00	123.12534	14.58733	118.22931	NA_peak_33987
chr9	140134437	140135348	912	140135150	152.00	78.29529	7.21698	74.98583	NA_peak_33988
chr9	140135751	140136921	1171	140136355	149.00	76.39640	7.16332	73.13371	NA_peak_33989
chr9	140148883	140150671	1789	140149457	160.00	94.94689	8.78821	91.16694	NA_peak_33990
chr9	140171614	140173096	1483	140172496	164.00	108.85191	10.41667	104.58007	NA_peak_33991
chr9	140189747	140190659	913	140190513	49.00	30.89464	8.06452	28.41535	NA_peak_33992
chr9	140195238	140196405	1168	140195685	77.00	42.92464	7.44275	40.28443	NA_peak_33993
chr9	140196946	140197364	419	140197110	75.00	42.03116	7.46562	39.40368	NA_peak_33994
chr9	140210256	140211073	818	140210498	32.00	30.70707	12.59542	28.23017	NA_peak_33995
chr9	140222448	140222647	200	140222489	9.00	5.80944	4.26999	3.70347	NA_peak_33996
chr9	140301310	140301923	614	140301445	24.00	15.53174	6.75676	13.25014	NA_peak_33997
chr9	140305885	140306662	778	140306507	26.00	19.13893	8.13253	16.80863	NA_peak_33998
chr9	140316759	140317632	874	140317194	127.00	65.35363	7.10322	62.33566	NA_peak_33999
chr9	140317917	140318845	929	140318073	110.00	51.07440	6.18040	48.31132	NA_peak_34000
chr9	140324511	140324867	357	140324696	32.00	33.28899	14.09098	30.77897	NA_peak_34001
chr9	140335769	140336744	976	140336005	100.00	74.92573	11.91038	71.69885	NA_peak_34002
chr9	140352987	140354198	1212	140353291	102.00	79.13483	12.65356	75.80455	NA_peak_34003
chr9	140396821	140397404	584	140397145	18.00	15.21100	8.11299	12.93361	NA_peak_34004
chr9	140444958	140446148	1191	140445846	124.00	65.53125	7.33568	62.50983	NA_peak_34005
chr9	140446317	140447011	695	140446694	133.00	73.58555	7.84543	70.39004	NA_peak_34006
chr9	140472464	140473797	1334	140473212	140.00	110.24168	13.58381	105.91398	NA_peak_34007
chr9	140484089	140484829	741	140484379	75.00	36.23027	6.20915	33.68164	NA_peak_34008
chr9	140485138	140485802	665	140485324	137.00	96.77717	11.29296	92.93764	NA_peak_34009
chr9	140499207	140499852	646	140499665	122.00	68.87179	7.99740	65.78107	NA_peak_34010
chr9	140500136	140501110	975	140500308	129.00	75.35712	8.43061	72.11945	NA_peak_34011
chr9	140506759	140507095	337	140506942	10.00	5.83706	4.13534	3.73049	NA_peak_34012
chr9	140512469	140513361	893	140513133	158.00	93.94469	8.80399	90.19689	NA_peak_34013
chr9	140513813	140514487	675	140514015	123.00	61.92179	6.88889	58.97143	NA_peak_34014
chr9	140917057	140917890	834	140917795	24.00	13.89491	5.95238	11.63737	NA_peak_34015
chr9	140918085	140918528	444	140918231	47.00	38.08578	11.37441	35.51243	NA_peak_34016
chr9	141008463	141008765	303	141008591	13.00	9.69456	5.97799	7.50379	NA_peak_34017
chr9	141044344	141045299	956	141045004	74.00	62.88151	13.83764	59.91272	NA_peak_34018
chr9	141111205	141111435	231	141111261	15.00	11.82423	6.83199	9.59739	NA_peak_34019
chr9_gl000199_random	34323	34843	521	34482	66.00	72.05360	20.67901	68.89271	NA_peak_34020
chr9_gl000199_random	44167	44473	307	44320	25.00	23.70185	11.01695	21.31344	NA_peak_34021
chr9_gl000199_random	47265	47556	292	47402	21.00	16.27971	7.91367	13.98806	NA_peak_34022
chr9_gl000199_random	51251	51552	302	51414	21.00	18.79750	9.39399	16.47151	NA_peak_34023
chr9_gl000199_random	57047	57480	434	57299	54.00	64.37041	22.17742	61.37226	NA_peak_34024
chr9_gl000199_random	68543	68864	322	68680	48.00	55.35202	19.91870	52.51856	NA_peak_34025
chr9_gl000199_random	72854	73053	200	72991	15.00	9.96971	5.71429	7.77464	NA_peak_34026
chr9_gl000199_random	73750	73950	201	73803	11.00	7.68347	5.12399	5.53241	NA_peak_34027
chr9_gl000199_random	92636	92945	310	92798	39.00	43.37088	17.07998	40.72432	NA_peak_34028
chr9_gl000199_random	98832	99143	312	98968	38.00	41.89618	16.65298	39.27056	NA_peak_34029
chr9_gl000199_random	109780	109981	202	109867	11.00	7.68347	5.12399	5.53241	NA_peak_34030
chr9_gl000199_random	110358	110653	296	110499	21.00	18.79750	9.39399	16.47151	NA_peak_34031
chr9_gl000199_random	136844	137113	270	136976	14.00	10.74554	6.40499	8.53631	NA_peak_34032
chr9_gl000199_random	137991	138286	296	138138	17.00	14.05834	7.68599	11.79753	NA_peak_34033
chr9_gl000199_random	155566	155868	303	155717	30.00	30.51967	13.23698	28.04515	NA_peak_34034
chr9_gl000199_random	168184	168483	300	168301	24.00	22.55727	10.67498	20.18311	NA_peak_34035
chrM	47	905	859	203	114.00	64.41805	7.95297	61.41896	NA_peak_34036
chrM	2293	2796	504	2328	40.00	6.60044	2.35092	4.47893	NA_peak_34037
chrM	3024	3253	230	3175	42.00	6.48477	2.27996	4.36567	NA_peak_34038
chrM	15469	16561	1093	16171	87.00	29.38432	4.33071	26.92419	NA_peak_34039
chrUn_gl000211	11251	11772	522	11393	14.00	10.74554	6.40499	8.53631	NA_peak_34040
chrUn_gl000211	102761	103088	328	102905	48.00	53.20713	18.70229	50.40952	NA_peak_34041
chrUn_gl000212	23796	25292	1497	24281	49.00	39.35581	11.36364	36.76528	NA_peak_34042
chrUn_gl000212	40734	41040	307	40884	25.00	23.84539	11.10198	21.45496	NA_peak_34043
chrUn_gl000214	28863	29283	421	28895	11.00	6.09270	4.13793	3.98120	NA_peak_34044
chrUn_gl000214	57057	58503	1447	57914	157.00	71.20524	6.18153	68.06332	NA_peak_34045
chrUn_gl000214	58655	59325	671	59139	157.00	67.73993	5.83456	64.67330	NA_peak_34046
chrUn_gl000214	63868	64596	729	64078	60.00	38.17096	8.51955	35.59650	NA_peak_34047
chrUn_gl000214	112951	113150	200	113005	13.00	8.59495	5.30303	6.42798	NA_peak_34048
chrUn_gl000214	113633	113850	218	113758	13.00	8.79742	5.42636	6.62390	NA_peak_34049
chrUn_gl000214	134401	134600	200	134493	11.00	7.68347	5.12399	5.53241	NA_peak_34050
chrUn_gl000216	1324	1536	213	1488	13.00	8.46452	5.22388	6.29980	NA_peak_34051
chrUn_gl000216	1706	2007	302	1819	29.00	25.79730	10.86957	23.38255	NA_peak_34052
chrUn_gl000216	15055	15255	201	15178	12.00	8.67317	5.55099	6.50171	NA_peak_34053
chrUn_gl000216	22449	22754	306	22599	29.00	29.15543	12.80998	26.69818	NA_peak_34054
chrUn_gl000217	53566	53874	309	53719	24.00	22.55727	10.67498	20.18311	NA_peak_34055
chrUn_gl000218	58597	58893	297	58745	24.00	22.55727	10.67498	20.18311	NA_peak_34056
chrUn_gl000218	96836	97917	1082	97356	44.00	41.10258	13.80368	38.48804	NA_peak_34057
chrUn_gl000219	15670	15899	230	15776	11.00	7.68347	5.12399	5.53241	NA_peak_34058
chrUn_gl000219	41716	42498	783	42284	108.00	74.13219	10.48077	70.92404	NA_peak_34059
chrUn_gl000219	42732	43141	410	42903	62.00	29.95412	6.04607	27.48676	NA_peak_34060
chrUn_gl000219	56840	57221	382	56870	11.00	6.38514	4.31655	4.26782	NA_peak_34061
chrUn_gl000219	98802	100358	1557	99491	147.00	89.59550	9.06863	85.97899	NA_peak_34062
chrUn_gl000220	6552	8637	2086	8074	199.00	82.44341	5.64972	79.02714	NA_peak_34063
chrUn_gl000220	52307	53439	1133	52774	178.00	122.15430	11.06304	117.30661	NA_peak_34064
chrUn_gl000220	81592	82044	453	81805	28.00	11.92856	4.51713	9.70021	NA_peak_34065
chrUn_gl000220	82946	83260	315	83096	32.00	15.35796	5.27157	13.07869	NA_peak_34066
chrUn_gl000220	93532	94224	693	93928	191.00	83.32546	5.97758	79.88572	NA_peak_34067
chrUn_gl000220	96849	98071	1223	97341	195.00	88.28719	6.25000	84.70901	NA_peak_34068
chrUn_gl000220	104132	104467	336	104298	68.00	81.06735	24.46809	77.68745	NA_peak_34069
chrUn_gl000220	118966	120399	1434	119754	82.00	25.53939	4.00193	23.12781	NA_peak_34070
chrUn_gl000220	124865	125336	472	125183	92.00	25.33165	3.64135	22.92260	NA_peak_34071
chrUn_gl000220	134029	135403	1375	134502	192.00	65.04617	4.57997	62.03452	NA_peak_34072
chrUn_gl000220	144284	144617	334	144510	41.00	7.48488	2.50298	5.34151	NA_peak_34073
chrUn_gl000221	79569	79856	288	79729	25.00	23.84539	11.10198	21.45496	NA_peak_34074
chrUn_gl000224	2190	2456	267	2333	19.00	15.37687	7.93651	13.09733	NA_peak_34075
chrUn_gl000224	3310	3517	208	3486	11.00	6.48772	4.37956	4.36852	NA_peak_34076
chrUn_gl000224	3767	4043	277	3925	15.00	10.10963	5.79710	7.91235	NA_peak_34077
chrUn_gl000224	102427	103188	762	102719	115.00	95.37737	14.46384	91.58350	NA_peak_34078
chrUn_gl000225	50769	51084	316	50936	28.00	27.80538	12.38298	25.36520	NA_peak_34079
chrUn_gl000225	67269	67726	458	67541	23.00	19.43889	9.16031	17.10484	NA_peak_34080
chrUn_gl000225	196895	197098	204	197032	15.00	11.82423	6.83199	9.59739	NA_peak_34081
chrUn_gl000226	47	377	331	207	65.00	71.58578	20.88608	68.43552	NA_peak_34082
chrUn_gl000228	26239	26527	289	26383	25.00	23.84539	11.10198	21.45496	NA_peak_34083
chrUn_gl000228	43564	43854	291	43703	19.00	16.38577	8.53999	14.09208	NA_peak_34084
chrUn_gl000229	5008	5259	252	5137	12.00	8.38514	5.37190	6.22186	NA_peak_34085
chrUn_gl000234	19399	19802	404	19721	9.00	5.48927	4.06504	3.39738	NA_peak_34086
chrUn_gl000234	36136	36645	510	36364	32.00	26.93625	10.50955	24.50710	NA_peak_34087
chrUn_gl000240	39142	39448	307	39326	12.00	8.67317	5.55099	6.50171	NA_peak_34088
chrUn_gl000241	35860	37542	1683	37302	105.00	68.61092	9.68921	65.52562	NA_peak_34089
chrX	2730616	2730949	334	2730763	29.00	29.15543	12.80998	26.69818	NA_peak_34090
chrX	2746569	2747688	1120	2747182	106.00	82.61636	12.82974	79.19555	NA_peak_34091
chrX	2807255	2808144	890	2807681	52.00	43.55550	12.32558	40.90628	NA_peak_34092
chrX	2846069	2847796	1728	2847171	146.00	91.37300	9.42308	87.70309	NA_peak_34093
chrX	2881718	2882472	755	2882209	33.00	25.99383	9.71429	23.57648	NA_peak_34094
chrX	3061937	3062818	882	3062376	49.00	36.69223	10.24590	34.13745	NA_peak_34095
chrX	3076754	3076953	200	3076866	10.00	6.72795	4.69699	4.59850	NA_peak_34096
chrX	3189757	3189992	236	3189849	11.00	7.68347	5.12399	5.53241	NA_peak_34097
chrX	3379681	3380255	575	3380092	11.00	7.68347	5.12399	5.53241	NA_peak_34098
chrX	3437194	3437508	315	3437341	19.00	16.38577	8.53999	14.09208	NA_peak_34099
chrX	3467098	3468429	1332	3467754	51.00	30.26562	7.51445	27.79439	NA_peak_34100
chrX	3511729	3511930	202	3511781	14.00	10.74554	6.40499	8.53631	NA_peak_34101
chrX	3521318	3521582	265	3521427	18.00	15.21100	8.11299	12.93361	NA_peak_34102
chrX	3630528	3631625	1098	3631133	99.00	55.14482	7.68049	52.31493	NA_peak_34103
chrX	3631778	3632218	441	3631930	106.00	61.70794	8.21813	58.76169	NA_peak_34104
chrX	3732378	3732924	547	3732745	120.00	62.38383	7.15976	59.42448	NA_peak_34105
chrX	3733167	3734533	1367	3733612	107.00	51.15774	6.38298	48.39340	NA_peak_34106
chrX	3857780	3858200	421	3858041	21.00	18.79750	9.39399	16.47151	NA_peak_34107
chrX	4158672	4158951	280	4158768	12.00	8.67317	5.55099	6.50171	NA_peak_34108
chrX	4455567	4455917	351	4455817	13.00	9.69456	5.97799	7.50379	NA_peak_34109
chrX	4748962	4749265	304	4749050	9.00	5.80944	4.26999	3.70347	NA_peak_34110
chrX	4970164	4970449	286	4970332	14.00	10.74554	6.40499	8.53631	NA_peak_34111
chrX	5433747	5434152	406	5434032	10.00	6.72795	4.69699	4.59850	NA_peak_34112
chrX	6041179	6041412	234	6041223	11.00	7.68347	5.12399	5.53241	NA_peak_34113
chrX	6133266	6134144	879	6133450	38.00	32.49683	11.47059	29.99704	NA_peak_34114
chrX	6143968	6144686	719	6144371	26.00	21.07776	9.18367	18.72259	NA_peak_34115
chrX	7065282	7066833	1552	7066553	150.00	103.83379	11.03801	99.74832	NA_peak_34116
chrX	7678180	7678406	227	7678271	10.00	6.72795	4.69699	4.59850	NA_peak_34117
chrX	7895025	7896094	1070	7895682	101.00	74.02892	11.51242	70.82321	NA_peak_34118
chrX	8068489	8069148	660	8068968	29.00	28.45137	12.39669	26.00315	NA_peak_34119
chrX	8699650	8700366	717	8700194	14.00	10.74554	6.40499	8.53631	NA_peak_34120
chrX	8812834	8814072	1239	8813537	58.00	40.20705	9.54693	37.60488	NA_peak_34121
chrX	8836908	8837107	200	8836982	11.00	7.68347	5.12399	5.53241	NA_peak_34122
chrX	9289127	9289474	348	9289281	13.00	9.69456	5.97799	7.50379	NA_peak_34123
chrX	9309782	9311070	1289	9309997	36.00	26.85154	9.29648	24.42350	NA_peak_34124
chrX	9432646	9433128	483	9432931	74.00	32.04568	5.47445	29.55160	NA_peak_34125
chrX	9433432	9434575	1144	9433674	103.00	56.61435	7.58018	53.75920	NA_peak_34126
chrX	9534212	9534463	252	9534351	11.00	7.68347	5.12399	5.53241	NA_peak_34127
chrX	9753918	9755284	1367	9754266	68.00	46.65519	9.71831	43.96045	NA_peak_34128
chrX	9971834	9972368	535	9972030	16.00	12.92898	7.25899	10.68499	NA_peak_34129
chrX	9982327	9983211	885	9982774	111.00	56.74567	6.95652	53.88833	NA_peak_34130
chrX	9983799	9984717	919	9984171	104.00	50.99264	6.56250	48.23093	NA_peak_34131
chrX	10008292	10008592	301	10008329	8.00	4.93132	3.84299	2.85145	NA_peak_34132
chrX	10124640	10125648	1009	10125185	73.00	51.06635	10.13699	48.30342	NA_peak_34133
chrX	10125984	10126525	542	10126388	46.00	24.46259	6.42077	22.06457	NA_peak_34134
chrX	10158220	10158475	256	10158319	12.00	8.67317	5.55099	6.50171	NA_peak_34135
chrX	10295383	10295984	602	10295710	23.00	19.31931	9.09091	16.98676	NA_peak_34136
chrX	10452842	10453148	307	10452961	8.00	4.93132	3.84299	2.85145	NA_peak_34137
chrX	10504853	10505163	311	10505030	11.00	7.04468	4.72441	4.90933	NA_peak_34138
chrX	10532394	10532650	257	10532489	12.00	4.73293	3.21782	2.66780	NA_peak_34139
chrX	10534996	10535352	357	10535033	13.00	5.15570	3.33333	3.07108	NA_peak_34140
chrX	10544599	10544958	360	10544768	23.00	6.03531	2.87081	3.92491	NA_peak_34141
chrX	10547170	10548163	994	10547782	59.00	31.54861	6.77201	29.06097	NA_peak_34142
chrX	10559821	10560217	397	10559996	11.00	6.86932	4.61538	4.73721	NA_peak_34143
chrX	10577577	10577799	223	10577651	27.00	10.90973	4.25532	8.69812	NA_peak_34144
chrX	10577970	10578364	395	10578216	25.00	9.35783	3.89222	7.17509	NA_peak_34145
chrX	10586403	10588911	2509	10588500	112.00	42.33319	4.93881	39.70147	NA_peak_34146
chrX	10602184	10603272	1089	10602636	50.00	32.75110	8.52843	30.24802	NA_peak_34147
chrX	10604051	10604578	528	10604465	29.00	13.99842	5.17241	11.73942	NA_peak_34148
chrX	11118640	11118927	288	11118733	10.00	6.72795	4.69699	4.59850	NA_peak_34149
chrX	11128900	11130190	1291	11129689	153.00	114.30023	12.54072	109.80541	NA_peak_34150
chrX	11162344	11162638	295	11162415	11.00	7.68347	5.12399	5.53241	NA_peak_34151
chrX	11775684	11777605	1922	11776910	141.00	70.97977	6.96762	67.84302	NA_peak_34152
chrX	11777772	11778169	398	11777945	98.00	36.95286	4.87205	34.39456	NA_peak_34153
chrX	11805208	11806020	813	11805690	31.00	31.33329	13.33333	28.84838	NA_peak_34154
chrX	12156031	12156826	796	12156338	20.00	15.47401	7.72059	13.19318	NA_peak_34155
chrX	12809060	12809843	784	12809358	124.00	80.70638	9.82704	77.33574	NA_peak_34156
chrX	12810002	12810507	506	12810184	87.00	45.40182	6.95103	42.72578	NA_peak_34157
chrX	12919554	12919753	200	12919597	11.00	7.68347	5.12399	5.53241	NA_peak_34158
chrX	12992870	12994879	2010	12993411	155.00	71.10311	6.26003	67.96368	NA_peak_34159
chrX	13007017	13007297	281	13007120	14.00	10.74554	6.40499	8.53631	NA_peak_34160
chrX	13047269	13047845	577	13047536	13.00	9.69456	5.97799	7.50379	NA_peak_34161
chrX	13138112	13138628	517	13138292	16.00	12.63990	7.08333	10.40125	NA_peak_34162
chrX	13670671	13671137	467	13670973	100.00	61.72396	8.85965	58.77736	NA_peak_34163
chrX	13671311	13672124	814	13671628	135.00	98.93956	11.97183	95.02701	NA_peak_34164
chrX	13676992	13677360	369	13677152	11.00	7.68347	5.12399	5.53241	NA_peak_34165
chrX	13687231	13687514	284	13687344	15.00	11.82423	6.83199	9.59739	NA_peak_34166
chrX	13706871	13708421	1551	13707412	127.00	75.41046	8.61373	72.17145	NA_peak_34167
chrX	13752021	13753745	1725	13752606	141.00	77.08537	7.75956	73.80593	NA_peak_34168
chrX	13955998	13957144	1147	13956301	48.00	33.66335	9.28030	31.14846	NA_peak_34169
chrX	14047206	14048600	1395	14047859	150.00	100.43324	10.47157	96.46852	NA_peak_34170
chrX	14083214	14083545	332	14083384	15.00	11.82423	6.83199	9.59739	NA_peak_34171
chrX	14114009	14114267	259	14114172	18.00	15.21100	8.11299	12.93361	NA_peak_34172
chrX	14515229	14515797	569	14515667	20.00	17.58159	8.96699	15.27173	NA_peak_34173
chrX	14547419	14547618	200	14547503	10.00	6.72795	4.69699	4.59850	NA_peak_34174
chrX	14890722	14891222	501	14891019	103.00	60.50464	8.29346	57.58063	NA_peak_34175
chrX	14891509	14892265	757	14891795	148.00	107.70470	11.95827	103.47856	NA_peak_34176
chrX	15287235	15287450	216	15287352	14.00	6.10347	3.71287	3.99159	NA_peak_34177
chrX	15287606	15288675	1070	15288035	29.00	18.90812	7.28155	16.58077	NA_peak_34178
chrX	15318302	15318593	292	15318420	12.00	8.67317	5.55099	6.50171	NA_peak_34179
chrX	15352856	15353690	835	15353463	140.00	88.34419	9.50135	84.76427	NA_peak_34180
chrX	15353913	15354555	643	15354202	114.00	63.25463	7.75978	60.27854	NA_peak_34181
chrX	15510702	15511864	1163	15511674	118.00	87.60058	12.02020	84.04250	NA_peak_34182
chrX	15692568	15694626	2059	15694043	148.00	71.11173	6.59876	67.97195	NA_peak_34183
chrX	15755676	15756799	1124	15756548	93.00	80.52338	15.01597	77.15771	NA_peak_34184
chrX	15808050	15809361	1312	15808806	143.00	93.21859	10.00000	89.49288	NA_peak_34185
chrX	15872060	15872899	840	15872579	129.00	77.49820	8.77193	74.20836	NA_peak_34186
chrX	15873186	15873891	706	15873381	117.00	66.03911	7.96221	63.00734	NA_peak_34187
chrX	16042139	16042749	611	16042611	16.00	12.44825	6.96721	10.21239	NA_peak_34188
chrX	16729867	16731489	1623	16730480	123.00	71.91447	8.40108	68.75669	NA_peak_34189
chrX	16737163	16737542	380	16737343	99.00	55.65808	7.77605	52.81923	NA_peak_34190
chrX	16737758	16738622	865	16737976	143.00	100.38375	11.23245	96.42059	NA_peak_34191
chrX	16744772	16744981	210	16744898	13.00	9.69456	5.97799	7.50379	NA_peak_34192
chrX	16789751	16790527	777	16790029	14.00	10.66569	6.35593	8.45962	NA_peak_34193
chrX	16803814	16804381	568	16804200	142.00	85.06207	8.81628	81.57489	NA_peak_34194
chrX	16804600	16805571	972	16804799	138.00	80.90530	8.52761	77.52954	NA_peak_34195
chrX	16826134	16826760	627	16826411	62.00	63.08598	17.89773	60.11312	NA_peak_34196
chrX	16887433	16887955	523	16887741	90.00	41.50868	6.01057	38.88856	NA_peak_34197
chrX	16888136	16888521	386	16888328	137.00	84.17227	9.11493	80.70973	NA_peak_34198
